Zachodnio-Pomorskie;Białogardzki;Białogard;787;Białogard;Zaspy Wielkie 11
Zachodnio-Pomorskie;Białogardzki;Białogard;52063;Białogórzyno;Białogórzyno 71
Zachodnio-Pomorskie;Białogardzki;Białogard;59649;Buczek;Buczek 12
Zachodnio-Pomorskie;Białogardzki;Białogard;51975;Dębczyno;Dębczyno 26
Zachodnio-Pomorskie;Białogardzki;Białogard;25416;Kisielice Duże;Kisielice Duże 1
Zachodnio-Pomorskie;Białogardzki;Białogard;792;Kościernica;Kościernica 18
Zachodnio-Pomorskie;Białogardzki;Białogard;18963;Nasutowo;Nasutowo 24
Zachodnio-Pomorskie;Białogardzki;Białogard;68811;Nosówko;Nosówko 18
Zachodnio-Pomorskie;Białogardzki;Białogard;42317;Pomianowo;Pomianowo 40
Zachodnio-Pomorskie;Białogardzki;Białogard;42269;Pustkowo;Pustkowo 2
Zachodnio-Pomorskie;Białogardzki;Białogard;1031;Redlino;Redlino 7
Zachodnio-Pomorskie;Białogardzki;Białogard;21924;Stomino;Stomino 27
Zachodnio-Pomorskie;Białogardzki;Białogard;23001;Trzebiele;Trzebiele
Zachodnio-Pomorskie;Białogardzki;Karlino;227;Daszewo;Daszewo 5
Zachodnio-Pomorskie;Białogardzki;Karlino;67946;Daszewo;Daszewo 5
Zachodnio-Pomorskie;Białogardzki;Karlino;92158;Daszewo;Daszewo 5
Zachodnio-Pomorskie;Białogardzki;Karlino;92160;Gościnko;Gościnko 3
Zachodnio-Pomorskie;Białogardzki;Karlino;21921;Karlino;4 Marca 3
Zachodnio-Pomorskie;Białogardzki;Karlino;10791;Karlino;4 Marca 8
Zachodnio-Pomorskie;Białogardzki;Karlino;38304;Karlino;4 Marca 8
Zachodnio-Pomorskie;Białogardzki;Karlino;52425;Karlino;Chopina 1
Zachodnio-Pomorskie;Białogardzki;Karlino;27884;Karlino;Chopina 6
Zachodnio-Pomorskie;Białogardzki;Karlino;47035;Karlino;Chopina 6
Zachodnio-Pomorskie;Białogardzki;Karlino;791;Karlino;Chopina 6
Zachodnio-Pomorskie;Białogardzki;Karlino;42723;Karlino;Koszalinska 85h
Zachodnio-Pomorskie;Białogardzki;Karlino;58269;Karlino;Koszalińska 85D
Zachodnio-Pomorskie;Białogardzki;Karlino;54642;Karlino;Koszalińska 89
Zachodnio-Pomorskie;Białogardzki;Karlino;82114;Karlino;Koszalińska 89
Zachodnio-Pomorskie;Białogardzki;Karlino;42273;Karlino;Leśna
Zachodnio-Pomorskie;Białogardzki;Karlino;55667;Karlino;Leśna 1
Zachodnio-Pomorskie;Białogardzki;Karlino;60900;Karlino;Pełki 8
Zachodnio-Pomorskie;Białogardzki;Karlino;62502;Karlino;Pełki 8
Zachodnio-Pomorskie;Białogardzki;Karlino;81899;Karlino;Stacja LOTOS
Zachodnio-Pomorskie;Białogardzki;Karlino;77575;Karlino;Stroma / Orkrzei
Zachodnio-Pomorskie;Białogardzki;Karlino;74777;Karlino;Szymanowskiego 4
Zachodnio-Pomorskie;Białogardzki;Karlino;92155;Karlino;ul.Walki Młodych 2
Zachodnio-Pomorskie;Białogardzki;Karlino;92157;Karlino;ul.Walki Młodych 2
Zachodnio-Pomorskie;Białogardzki;Karlino;27726;Karwin;Karwin 34
Zachodnio-Pomorskie;Białogardzki;Karlino;63306;Kowańcz;Kowańcz 2
Zachodnio-Pomorskie;Białogardzki;Karlino;10788;Kowańcz;Kowańcz 29
Zachodnio-Pomorskie;Białogardzki;Karlino;26874;Kozia Góra;Kozia Góra
Zachodnio-Pomorskie;Białogardzki;Karlino;39399;Lubiechowo;Lubiechowo 18
Zachodnio-Pomorskie;Białogardzki;Karlino;39969;Malechowo;Malechowo 2
Zachodnio-Pomorskie;Białogardzki;Karlino;92156;Mierzyn;Mierzyn 19
Zachodnio-Pomorskie;Białogardzki;Karlino;48247;Pobłocie Wielkie;Pobłocie Wielkie 17b
Zachodnio-Pomorskie;Białogardzki;Karlino;6269;Pobłocie Wielkie;Pobłocie Wielkie 17b
Zachodnio-Pomorskie;Białogardzki;Karlino;32526;Pobłocie Wielkie;Pobłocie Wielkie 23
Zachodnio-Pomorskie;Białogardzki;Karlino;95024;Ubysławice;Ubysławice 19
Zachodnio-Pomorskie;Białogardzki;Tychowo;48270;Dobrowo;Dobrowo 37
Zachodnio-Pomorskie;Białogardzki;Tychowo;86351;Dobrowo;Dom Kultury
Zachodnio-Pomorskie;Białogardzki;Tychowo;86360;Dobrowo;Dom Kultury
Zachodnio-Pomorskie;Białogardzki;Tychowo;26410;Sadkowo;Sadkowo 57
Zachodnio-Pomorskie;Białogardzki;Tychowo;53677;Słonino;Słonino 3
Zachodnio-Pomorskie;Białogardzki;Tychowo;22794;Tychowo;Kochanowskiego 7
Zachodnio-Pomorskie;Białogardzki;Tychowo;29077;Tychowo;Kochanowskiego 7
Zachodnio-Pomorskie;Białogardzki;Tychowo;17668;Tychowo;Kolejowa 31
Zachodnio-Pomorskie;Białogardzki;Tychowo;48607;Tychowo;Kolejowa 31
Zachodnio-Pomorskie;Białogardzki;Tychowo;86359;Tychowo;Ogrodowa 22
Zachodnio-Pomorskie;Białogardzki;Tychowo;86353;Tychowo;Polna 1
Zachodnio-Pomorskie;Białogardzki;Tychowo;86357;Tychowo;Polna 1
Zachodnio-Pomorskie;Białogardzki;Tychowo;26878;Tychowo;Szczecinecka 12
Zachodnio-Pomorskie;Białogardzki;Tychowo;32528;Tychowo;Szczecinecka 12
Zachodnio-Pomorskie;Białogardzki;Tychowo;57814;Tychowo;Szczecinecka 12
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;68251;Bierzwnik;Jeziorna 2
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;33556;Bierzwnik;Kopernika 30
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;33668;Bierzwnik;Kopernika 49:osp
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;53768;Bierzwnik;Park Gminny
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;84553;Bierzwnik;Szkolna 1
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;10419;Breń;Breń 31
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;84561;Breń;Breń 31
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;62597;Klasztorne;Klasztorne 28
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;82707;Klasztorne;Klasztorne 28
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;55304;Kolsk;Kolsk 41
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;9242;Łasko;Łasko 34
Zachodnio-Pomorskie;Choszczeński;Bierzwnik;43476;Zieleniewo;Zieleniewo 32
Zachodnio-Pomorskie;Choszczeński;Choszczno;84228;Choszczno;Grunwaldzka 14
Zachodnio-Pomorskie;Choszczeński;Choszczno;84235;Choszczno;Grunwaldzka 14
Zachodnio-Pomorskie;Choszczeński;Choszczno;221;Choszczno;Grunwaldzka 28
Zachodnio-Pomorskie;Choszczeński;Choszczno;84236;Choszczno;Grunwaldzka 28
Zachodnio-Pomorskie;Choszczeński;Choszczno;84237;Choszczno;Grunwaldzka 28
Zachodnio-Pomorskie;Choszczeński;Choszczno;84232;Choszczno;Grunwaldzka 3
Zachodnio-Pomorskie;Choszczeński;Choszczno;84241;Choszczno;Grunwaldzka 3
Zachodnio-Pomorskie;Choszczeński;Choszczno;84230;Choszczno;Grunwaldzka 5
Zachodnio-Pomorskie;Choszczeński;Choszczno;8309;Choszczno;Jagiełły 37
Zachodnio-Pomorskie;Choszczeński;Choszczno;54291;Choszczno;Jagiełły 37
Zachodnio-Pomorskie;Choszczeński;Choszczno;78292;Choszczno;Kolejowa/Kochanowskiego
Zachodnio-Pomorskie;Choszczeński;Choszczno;84243;Choszczno;Mur Południowy 20
Zachodnio-Pomorskie;Choszczeński;Choszczno;52064;Choszczno;Mur Południowy 5:
Zachodnio-Pomorskie;Choszczeński;Choszczno;84231;Choszczno;Mur Południowy 5:
Zachodnio-Pomorskie;Choszczeński;Choszczno;18915;Choszczno;Polna 1
Zachodnio-Pomorskie;Choszczeński;Choszczno;84250;Choszczno;Polna 1
Zachodnio-Pomorskie;Choszczeński;Choszczno;42054;Choszczno;Polna 6
Zachodnio-Pomorskie;Choszczeński;Choszczno;84248;Choszczno;Polna 6
Zachodnio-Pomorskie;Choszczeński;Choszczno;84244;Choszczno;Rynek 2
Zachodnio-Pomorskie;Choszczeński;Choszczno;84246;Choszczno;Rynek 2
Zachodnio-Pomorskie;Choszczeński;Choszczno;7638;Choszczno;Stargardzka 11
Zachodnio-Pomorskie;Choszczeński;Choszczno;21106;Choszczno;Stargardzka 43
Zachodnio-Pomorskie;Choszczeński;Choszczno;84247;Choszczno;Stargardzka 43
Zachodnio-Pomorskie;Choszczeński;Choszczno;18369;Choszczno;Staszica 22a
Zachodnio-Pomorskie;Choszczeński;Choszczno;43484;Choszczno;Staszica 8
Zachodnio-Pomorskie;Choszczeński;Choszczno;84233;Choszczno;Staszica 8
Zachodnio-Pomorskie;Choszczeński;Choszczno;84234;Choszczno;Staszica 8
Zachodnio-Pomorskie;Choszczeński;Choszczno;84239;Choszczno;Staszica 8
Zachodnio-Pomorskie;Choszczeński;Choszczno;84242;Choszczno;Staszica 8
Zachodnio-Pomorskie;Choszczeński;Choszczno;510;Choszczno;Staszica26
Zachodnio-Pomorskie;Choszczeński;Choszczno;21249;Choszczno;Wysoka 9
Zachodnio-Pomorskie;Choszczeński;Choszczno;5011;Rzecko;Kościuszki 9
Zachodnio-Pomorskie;Choszczeński;Drawno;21111;Chomętowo;garaże przy boisku
Zachodnio-Pomorskie;Choszczeński;Drawno;5729;Drawno;Kaliska 1
Zachodnio-Pomorskie;Choszczeński;Drawno;22410;Drawno;Kaliska 1
Zachodnio-Pomorskie;Choszczeński;Drawno;18727;Drawno;Ogrodowa/Kościuszki
Zachodnio-Pomorskie;Choszczeński;Pełczyce;34091;Będargowo;Będargowo/OSP
Zachodnio-Pomorskie;Choszczeński;Pełczyce;94728;Będargowo;Będargowo/OSP
Zachodnio-Pomorskie;Choszczeński;Pełczyce;63162;Bolewice;Bolewice 25
Zachodnio-Pomorskie;Choszczeński;Pełczyce;29326;Bolewice;Bolewice/Kościół
Zachodnio-Pomorskie;Choszczeński;Pełczyce;95369;Chrapowo;Chrapowo
Zachodnio-Pomorskie;Choszczeński;Pełczyce;95372;Chrapowo;Chrapowo
Zachodnio-Pomorskie;Choszczeński;Pełczyce;39056;Jarosławsko;Jarosławsko/boisko
Zachodnio-Pomorskie;Choszczeński;Pełczyce;50915;Jarosławsko;Jarosławsko/boisko
Zachodnio-Pomorskie;Choszczeński;Pełczyce;41670;Lubiana;Lubiana:bloki
Zachodnio-Pomorskie;Choszczeński;Pełczyce;5808;Lubianka;Lubianka 8
Zachodnio-Pomorskie;Choszczeński;Pełczyce;28457;Lubianka;Lubianka 8
Zachodnio-Pomorskie;Choszczeński;Pełczyce;53948;Pełczyce;Armii Polskiej 20
Zachodnio-Pomorskie;Choszczeński;Pełczyce;94730;Pełczyce;Armii Polskiej 20
Zachodnio-Pomorskie;Choszczeński;Pełczyce;17963;Pełczyce;Bęgardowo 32
Zachodnio-Pomorskie;Choszczeński;Pełczyce;19905;Pełczyce;Łąkowa/Chrobrego
Zachodnio-Pomorskie;Choszczeński;Pełczyce;28703;Pełczyce;Łąkowa/Chrobrego
Zachodnio-Pomorskie;Choszczeński;Pełczyce;28349;Pełczyce;Ogrodowa 10
Zachodnio-Pomorskie;Choszczeński;Pełczyce;1015;Pełczyce;Ogrodowa 21
Zachodnio-Pomorskie;Choszczeński;Pełczyce;39210;Pełczyce;Starogrodzka 20
Zachodnio-Pomorskie;Choszczeński;Pełczyce;28804;Płotno;28:pks
Zachodnio-Pomorskie;Choszczeński;Pełczyce;61841;Płotno;28:pks
Zachodnio-Pomorskie;Choszczeński;Pełczyce;32362;Sarnik;Sarnik 25
Zachodnio-Pomorskie;Choszczeński;Pełczyce;59651;Sarnik;Sarnik 25
Zachodnio-Pomorskie;Choszczeński;Recz;4377;Nętkowo;Nętkowo 26
Zachodnio-Pomorskie;Choszczeński;Recz;50895;Nętkowo;Nętkowo 26
Zachodnio-Pomorskie;Choszczeński;Recz;340;Pamięcin;Pamięcin
Zachodnio-Pomorskie;Choszczeński;Recz;84532;Pomień;49:pks
Zachodnio-Pomorskie;Choszczeński;Recz;25021;Recz;|Aleja Wolności 10
Zachodnio-Pomorskie;Choszczeński;Recz;84529;Recz;|Aleja Wolności 10
Zachodnio-Pomorskie;Choszczeński;Recz;27762;Recz;Chyża 5
Zachodnio-Pomorskie;Choszczeński;Recz;53968;Recz;Ratuszowa 3
Zachodnio-Pomorskie;Choszczeński;Recz;1058;Recz;Słoneczna 7: trafo
Zachodnio-Pomorskie;Choszczeński;Recz;84535;Recz;Słoneczna 7: trafo
Zachodnio-Pomorskie;Choszczeński;Recz;84530;Recz;Srebrna 19
Zachodnio-Pomorskie;Choszczeński;Recz;84527;Recz;Staromiejska/Kościelna
Zachodnio-Pomorskie;Choszczeński;Recz;84538;Rybaki;Rybaki 20b
Zachodnio-Pomorskie;Choszczeński;Recz;84533;Sicko;31
Zachodnio-Pomorskie;Choszczeński;Recz;53487;Sokoliniec;48a
Zachodnio-Pomorskie;Choszczeński;Recz;84531;Żeliszewo;10
Zachodnio-Pomorskie;Goleniowski;Goleniów;82108;Czarna Łąka;Turystyczna 32
Zachodnio-Pomorskie;Goleniowski;Goleniów;88449;Goleniów;Nadrzeczna 7
Zachodnio-Pomorskie;Goleniowski;Goleniów;3910;Kliniska Wielkie;Piastowska 55
Zachodnio-Pomorskie;Goleniowski;Goleniów;4391;Kliniska Wielkie;Piastowska 55
Zachodnio-Pomorskie;Goleniowski;Goleniów;33794;Komarowo;Komarowo
Zachodnio-Pomorskie;Goleniowski;Goleniów;51593;Komarowo;Komarowo
Zachodnio-Pomorskie;Goleniowski;Goleniów;82535;Krępsko;Grzybowa
Zachodnio-Pomorskie;Goleniowski;Goleniów;82539;Krępsko;Szkolna 7
Zachodnio-Pomorskie;Goleniowski;Goleniów;82112;Lubczyna;Lipowa 91
Zachodnio-Pomorskie;Goleniowski;Goleniów;53295;Lubczyna;Lubczyna
Zachodnio-Pomorskie;Goleniowski;Goleniów;49364;Mosty;Mosty 78
Zachodnio-Pomorskie;Goleniowski;Goleniów;23319;Mosty;Mosty 82
Zachodnio-Pomorskie;Goleniowski;Goleniów;55976;Mosty;Mosty 82
Zachodnio-Pomorskie;Goleniowski;Goleniów;50036;Mosty;Mosty,
Zachodnio-Pomorskie;Goleniowski;Goleniów;49352;Mosty;Mosty: bloki
Zachodnio-Pomorskie;Goleniowski;Goleniów;52163;Mosty;Mosty: bloki
Zachodnio-Pomorskie;Goleniowski;Goleniów;82113;Rurzyca;Łąkowa
Zachodnio-Pomorskie;Goleniowski;Goleniów;25339;Rurzyca;Łąkowa
Zachodnio-Pomorskie;Goleniowski;Goleniów;47114;Rurzyca;Spacerowa 2
Zachodnio-Pomorskie;Goleniowski;Goleniów;60813;Rurzyca;Spacerowa 2
Zachodnio-Pomorskie;Goleniowski;Maszewo;96554;Bagna;Bagna 26
Zachodnio-Pomorskie;Goleniowski;Maszewo;88979;Dębice;bloki
Zachodnio-Pomorskie;Goleniowski;Maszewo;4261;Dębice;Przychodnia
Zachodnio-Pomorskie;Goleniowski;Maszewo;51655;Dębice;Przychodnia
Zachodnio-Pomorskie;Goleniowski;Maszewo;96553;Dębice;Przychodnia
Zachodnio-Pomorskie;Goleniowski;Maszewo;41621;Maszewo;Brzozowa 5
Zachodnio-Pomorskie;Goleniowski;Maszewo;52107;Maszewo;Brzozowa 5
Zachodnio-Pomorskie;Goleniowski;Maszewo;96548;Maszewo;Leśna 1
Zachodnio-Pomorskie;Goleniowski;Maszewo;96557;Maszewo;Leśna 1
Zachodnio-Pomorskie;Goleniowski;Maszewo;4354;Maszewo;Polna 25
Zachodnio-Pomorskie;Goleniowski;Maszewo;44842;Maszewo;Polna 25
Zachodnio-Pomorskie;Goleniowski;Maszewo;49495;Maszewo;Rożnowo
Zachodnio-Pomorskie;Goleniowski;Maszewo;55143;Maszewo;Rożnowo
Zachodnio-Pomorskie;Goleniowski;Maszewo;29469;Maszewo;Stargardzka 4
Zachodnio-Pomorskie;Goleniowski;Maszewo;41921;Maszewo;Stargardzka 4
Zachodnio-Pomorskie;Goleniowski;Maszewo;51635;Maszewo;Stargardzka 4
Zachodnio-Pomorskie;Goleniowski;Maszewo;7073;Maszewo;Świerczewskiego 7
Zachodnio-Pomorskie;Goleniowski;Maszewo;96549;Maszewo;Świetlińskiego 20
Zachodnio-Pomorskie;Goleniowski;Nowogard;30195;"Dąbrowa
Nowogradzka";"Dąbrowa Nowogradzka
swietlica"
Zachodnio-Pomorskie;Goleniowski;Nowogard;25943;Nowogard;15-ego Lutego 15A
Zachodnio-Pomorskie;Goleniowski;Nowogard;84838;Nowogard;15-ego Lutego 15A
Zachodnio-Pomorskie;Goleniowski;Nowogard;96552;Nowogard;15-ego Lutego 15A
Zachodnio-Pomorskie;Goleniowski;Nowogard;96699;Nowogard;5-Marca 12
Zachodnio-Pomorskie;Goleniowski;Nowogard;96703;Nowogard;5-Marca 12
Zachodnio-Pomorskie;Goleniowski;Nowogard;18395;Nowogard;Bohaterów Warszawy 38
Zachodnio-Pomorskie;Goleniowski;Nowogard;20371;Nowogard;Bohaterów Warszawy 45
Zachodnio-Pomorskie;Goleniowski;Nowogard;51069;Nowogard;Bohaterów Warszawy 66
Zachodnio-Pomorskie;Goleniowski;Nowogard;44956;Nowogard;Dąbrowa Nowogardzka
Zachodnio-Pomorskie;Goleniowski;Nowogard;53599;Nowogard;Dworcowa 4
Zachodnio-Pomorskie;Goleniowski;Nowogard;96700;Nowogard;Dworcowa 4
Zachodnio-Pomorskie;Goleniowski;Nowogard;3273;Nowogard;Poniatowskiego 13
Zachodnio-Pomorskie;Goleniowski;Nowogard;32739;Nowogard;Poniatowskiego 13
Zachodnio-Pomorskie;Goleniowski;Nowogard;82693;Nowogard;Poniatowskiego 13
Zachodnio-Pomorskie;Goleniowski;Nowogard;51559;Nowogard;Rzesznikowskiego 4
Zachodnio-Pomorskie;Goleniowski;Nowogard;96701;Nowogard;Rzesznikowskiego 4
Zachodnio-Pomorskie;Goleniowski;Nowogard;96704;Nowogard;Rzesznikowskiego 4
Zachodnio-Pomorskie;Goleniowski;Nowogard;63979;Osowo;Świetlica
Zachodnio-Pomorskie;Goleniowski;Nowogard;78939;Osowo;Świetlica
Zachodnio-Pomorskie;Goleniowski;Przybiernów;59664;Babigoszcz;Babigoszcz 24
Zachodnio-Pomorskie;Goleniowski;Przybiernów;82544;Łoźnica;Łoźnica: Kościół
Zachodnio-Pomorskie;Goleniowski;Przybiernów;4663;Łoźnica;Łoźnica: Kościół
Zachodnio-Pomorskie;Goleniowski;Przybiernów;60310;Łoźnica;Łoźnica: Kościół
Zachodnio-Pomorskie;Goleniowski;Przybiernów;78295;Miodowice;Miodowice 25
Zachodnio-Pomorskie;Goleniowski;Przybiernów;78297;Miodowice;Miodowice 25
Zachodnio-Pomorskie;Goleniowski;Przybiernów;32332;Przybiernów;Babigoszcz 24
Zachodnio-Pomorskie;Goleniowski;Przybiernów;10361;Przybiernów;Wojska Polskiego 23
Zachodnio-Pomorskie;Goleniowski;Przybiernów;39025;Przybiernów;Zabierzewo
Zachodnio-Pomorskie;Goleniowski;Przybiernów;82541;Rokita;Rokita 16
Zachodnio-Pomorskie;Goleniowski;Przybiernów;82545;Rzystnowo;Rzystnowo
Zachodnio-Pomorskie;Goleniowski;Stepnica;30504;Bogusławie;Bogusławie 12
Zachodnio-Pomorskie;Goleniowski;Stepnica;4226;Stepnica;Chrobrego 13
Zachodnio-Pomorskie;Goleniowski;Stepnica;21112;Stepnica;Chrobrego 13
Zachodnio-Pomorskie;Goleniowski;Stepnica;59670;Stepnica;Jana III Sobieskiego 18
Zachodnio-Pomorskie;Goleniowski;Stepnica;81200;Stepnica;Jana III Sobieskiego 18
Zachodnio-Pomorskie;Goleniowski;Stepnica;48162;Stepnica;Os. 40-sto lecia PRL 10
Zachodnio-Pomorskie;Goleniowski;Stepnica;20660;Stepnica;Oś. 40-sto lecia PRL 10
Zachodnio-Pomorskie;Goleniowski;Stepnica;7043;Stepnica;Pbożnego 1 pierkarnia
Zachodnio-Pomorskie;Goleniowski;Stepnica;67831;Stepnica;Pbożnego 1 pierkarnia
Zachodnio-Pomorskie;Goleniowski;Stepnica;23063;Stepnica;Sikorskiego  7
Zachodnio-Pomorskie;Goleniowski;Stepnica;1682;Stepnica;Sikorskiego 3
Zachodnio-Pomorskie;Goleniowski;Stepnica;9516;Stepnica;Wojska Polskiego 12
Zachodnio-Pomorskie;Goleniowski;Stepnica;59012;Stepnica;Wojska Polskiego 12
Zachodnio-Pomorskie;Goleniowski;Stepnica;82543;Stepnica;Wojska Polskiego 12
Zachodnio-Pomorskie;Goleniowski;Stepnica;51572;Stepnica;Żarnowo
Zachodnio-Pomorskie;Goleniowski;Stepnica;82542;Zielonczyn;Zielonczyn
Zachodnio-Pomorskie;Gryficki;Brojce;92151;Brojce;Długa 50/Łąkowa
Zachodnio-Pomorskie;Gryficki;Brojce;92154;Brojce;Długa 50/Łąkowa
Zachodnio-Pomorskie;Gryficki;Brojce;92159;Brojce;Długa 50/Łąkowa
Zachodnio-Pomorskie;Gryficki;Brojce;96550;Dargosław OSP;Dargosław OSP
Zachodnio-Pomorskie;Gryficki;Brojce;96551;Dargosław OSP;Dargosław OSP
Zachodnio-Pomorskie;Gryficki;Gryfice;42746;Gryfice;6 Marca 9
Zachodnio-Pomorskie;Gryficki;Gryfice;48263;Gryfice;6 Marca 9
Zachodnio-Pomorskie;Gryficki;Gryfice;38459;Gryfice;Akacjowa 13
Zachodnio-Pomorskie;Gryficki;Gryfice;29146;Gryfice;Akacjowa 17
Zachodnio-Pomorskie;Gryficki;Gryfice;26245;gryfice;Akacjowa 7
Zachodnio-Pomorskie;Gryficki;Gryfice;8672;Gryfice;Brzozowa 1
Zachodnio-Pomorskie;Gryficki;Gryfice;26470;Gryfice;Brzozowa 1
Zachodnio-Pomorskie;Gryficki;Gryfice;6879;Gryfice;Dąbskiego 20a
Zachodnio-Pomorskie;Gryficki;Gryfice;20098;Gryfice;Dąbskiego 44
Zachodnio-Pomorskie;Gryficki;Gryfice;30599;Gryfice;Dąbskiego 44
Zachodnio-Pomorskie;Gryficki;Gryfice;52824;Gryfice;fabryczna 4/cukrownicza
Zachodnio-Pomorskie;Gryficki;Gryfice;68921;Gryfice;fabryczna 4/cukrownicza
Zachodnio-Pomorskie;Gryficki;Gryfice;52061;Gryfice;Kaliska 1
Zachodnio-Pomorskie;Gryficki;Gryfice;46815;Gryfice;Kamienska 1ab
Zachodnio-Pomorskie;Gryficki;Gryfice;29921;gryfice;młyńska 1
Zachodnio-Pomorskie;Gryficki;Gryfice;56998;Gryfice;Murarska
Zachodnio-Pomorskie;Gryficki;Gryfice;29069;Gryfice;Podgórna 106a
Zachodnio-Pomorskie;Gryficki;Gryfice;50430;Gryfice;Prusinowo
Zachodnio-Pomorskie;Gryficki;Gryfice;41831;Gryfice;Wałowa 17
Zachodnio-Pomorskie;Gryficki;Gryfice;60903;Gryfice;Wałowa 3
Zachodnio-Pomorskie;Gryficki;Gryfice;64131;Gryfice;Wałowa 3
Zachodnio-Pomorskie;Gryficki;Gryfice;32200;Gryfice;Warszawska 2
Zachodnio-Pomorskie;Gryficki;Gryfice;9255;gryfice;wojska polskiego
Zachodnio-Pomorskie;Gryficki;Gryfice;786;Wyszobór;Wyszobór 36 garaże
Zachodnio-Pomorskie;Gryficki;Gryfice;6500;Wyszobór;Wyszobór 36 garaże
Zachodnio-Pomorskie;Gryficki;Gryfice;25422;Wyszobór;Wyszobór bloki
Zachodnio-Pomorskie;Gryficki;Gryfice;88220;Wyszobór;Wyszobór bloki
Zachodnio-Pomorskie;Gryficki;Gryfice;88228;Wyszobór;Wyszobór bloki
Zachodnio-Pomorskie;Gryficki;Gryfice;88229;Wyszobór;Wyszobór bloki
Zachodnio-Pomorskie;Gryficki;Płoty;78298;Płoty;700-lecia 6C
